"BillType","BillNumber","Document","DocType","ReprintNum","Pages","Comment","ModDate"
"S",1255,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1255_S1.DOCX","S",,1,"SSG 2/12/24",2/13/2024 0:00:00
"S",1255,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1255_T1.DOCX","TR",,2,"SSG 2/12/24 TR",2/13/2024 0:00:00
"S",1256,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1256_I1.DOCX","I",,7,"",1/5/2024 0:00:00
"S",1257,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1257_I1.DOCX","I",,12,"",1/5/2024 0:00:00
"S",1258,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1258_I1.DOCX","I",,12,"",1/5/2024 0:00:00
"S",1259,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1259_I1.DOCX","I",,2,"",1/5/2024 0:00:00
"S",1260,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1260_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1261,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1261_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1262,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1262_I1.DOCX","I",,7,"",1/5/2024 0:00:00
"S",1263,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1263_I1.DOCX","I",,9,"",2/6/2024 0:00:00
"S",1264,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1264_I1.DOCX","I",,2,"",1/5/2024 0:00:00
"S",1265,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1265_I1.DOCX","I",,4,"",1/5/2024 0:00:00
"S",1266,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1266_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1267,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1267_I1.DOCX","I",,12,"",1/5/2024 0:00:00
"S",1268,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1268_E1.DOCX","FE",,4,"8/2/24; as introduced",8/2/2024 0:00:00
"S",1268,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1268_I1.DOCX","I",,5,"",1/26/2024 0:00:00
"S",1268,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1268_S1.DOCX","S",,2,"STR 2/15/24",2/16/2024 0:00:00
"S",1268,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1268_T1.DOCX","TR",,5,"STR 2/15/24 TR",2/16/2024 0:00:00
"S",1269,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1269_I1.DOCX","I",,5,"",1/5/2024 0:00:00
"S",1270,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1270_I1.DOCX","I",,12,"",1/5/2024 0:00:00
"S",1271,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1271_I1.DOCX","I",,4,"",1/5/2024 0:00:00
"S",1272,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1272_I1.DOCX","I",,12,"",6/3/2025 0:00:00
"S",1273,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1273_I1.DOCX","I",,2,"",1/5/2024 0:00:00
"S",1274,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1274_I1.DOCX","I",,16,"",6/25/2025 0:00:00
"S",1275,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1275_I1.DOCX","I",,2,"",1/5/2024 0:00:00
"S",1276,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1276_I1.DOCX","I",,6,"",1/5/2024 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\AL25\178_.DOCX","AL",2025,2,"",1/29/2026 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_I1.DOCX","I",,3,"",2/16/2024 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_R1.DOCX","R",1,3,"SCU 2/15/24",3/19/2024 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_R2.DOCX","R",2,3,"AHO 3/20/2025 2R",12/19/2025 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_R3.DOCX","R",3,3,"Conditional Veto 3R",12/19/2025 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_S1.DOCX","S",,2,"SCU 2/15/24",2/16/2024 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_S2.DOCX","S",,2,"AHO 3/20/25 1R",3/21/2025 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_S3.DOCX","S",,2,"AAP 5/15/25 2R",5/16/2025 0:00:00
"S",1277,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1277_V1.DOCX","V",,3,"Conditional Veto",11/6/2025 0:00:00
"S",1278,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1278_I1.DOCX","I",,4,"",1/5/2024 0:00:00
"S",1279,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1279_I1.DOCX","I",,12,"",1/5/2024 0:00:00
"S",1280,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1280_I1.DOCX","I",,11,"",1/5/2024 0:00:00
"S",1281,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1281_I1.DOCX","I",,9,"",1/5/2024 0:00:00
"S",1282,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1282_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1283,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1283_I1.DOCX","I",,4,"",1/5/2024 0:00:00
"S",1284,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1284_I1.DOCX","I",,4,"",1/5/2024 0:00:00
"S",1284,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1284_S1.DOCX","S",,1,"SED 9/30/24",10/1/2024 0:00:00
"S",1284,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1284_T1.DOCX","TR",,3,"SED 9/30/24 TR",10/1/2024 0:00:00
"S",1285,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1285_E1.DOCX","FE",,3,"12/6/24; as introduced",12/10/2024 0:00:00
"S",1285,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1285_I1.DOCX","I",,6,"",10/25/2024 0:00:00
"S",1285,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1285_S1.DOCX","S",,1,"SSG 10/24/24",10/25/2024 0:00:00
"S",1285,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1285_S2.DOCX","S",,1,"SBA 12/9/24",12/10/2024 0:00:00
"S",1285,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1285_T1.DOCX","TR",,5,"SSG 10/24/24 TR",1/15/2025 0:00:00
"S",1286,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1286_E1.DOCX","FE",,2,"2/29/24; as introduced",2/29/2024 0:00:00
"S",1286,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1286_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1286,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1286_S1.DOCX","S",,1,"SMV 2/8/24",2/9/2024 0:00:00
"S",1286,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1286_T1.DOCX","TR",,3,"SMV 2/8/24 TR",2/15/2024 0:00:00
"S",1287,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1287_I1.DOCX","I",,2,"",1/5/2024 0:00:00
"S",1287,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1287_R1.DOCX","R",1,3,"Senate 5/13/24 1R",5/14/2024 0:00:00
"S",1287,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1287_S1.DOCX","S",,1,"SED 5/6/24",5/7/2024 0:00:00
"S",1287,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1287_S2.DOCX","FS",,1,"Senate 5/13/24",5/14/2024 0:00:00
"S",1287,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1287_T1.DOCX","TR",,2,"SED 5/6/24 TR",5/7/2024 0:00:00
"S",1288,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1288_I1.DOCX","I",,3,"",1/15/2025 0:00:00
"S",1289,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1289_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1290,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1290_I1.DOCX","I",,3,"",1/5/2024 0:00:00
"S",1291,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1291_I1.DOCX","I",,24,"",1/5/2024 0:00:00
"S",1292,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1292_I1.DOCX","I",,4,"",6/4/2024 0:00:00
"S",1292,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1292_R1.DOCX","R",1,4,"SSG 6/20/24 1R",6/24/2025 0:00:00
"S",1292,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1292_S1.DOCX","S",,2,"SSG 6/20/24",6/20/2024 0:00:00
"S",1293,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1293_I1.DOCX","I",,8,"",1/3/2024 0:00:00
"S",1294,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1294_I1.DOCX","I",,3,"",2/22/2024 0:00:00
"S",1294,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1294_S1.DOCX","S",,1,"SHH 2/22/24",2/23/2024 0:00:00
"S",1294,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1294_T1.DOCX","TR",,2,"SHH 2/22/24 TR",2/23/2024 0:00:00
"S",1295,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1295_I1.DOCX","I",,2,"",1/30/2024 0:00:00
"S",1296,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1296_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_E1.DOCX","FE",,3,"2/21/24; as introduced",2/21/2024 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_E2.DOCX","FE",,3,"10/18/24; 1R",10/18/2024 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_E3.DOCX","FE",,3,"7/3/25; 2R",7/3/2025 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_I1.DOCX","I",,5,"",1/26/2024 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_R1.DOCX","R",1,4,"SBA 10/7/24 1R",6/25/2025 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_R2.DOCX","R",2,12,"SBA 10/7/24 2R",6/27/2025 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_S1.DOCX","S",,1,"STR 1/25/24",1/26/2024 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_S2.DOCX","S",,2,"SBA 10/7/24",10/8/2024 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_S3.DOCX","S",,7,"SBA 6/26/25 1R",6/27/2025 0:00:00
"S",1297,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1297_T1.DOCX","TR",,5,"STR 1/25/24 TR",1/21/2025 0:00:00
"S",1298,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1298_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"S",1299,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1299_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1299,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1299_R1.DOCX","R",1,3,"SCM 5/13/24 1R",5/14/2024 0:00:00
"S",1299,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1299_S1.DOCX","S",,2,"SCM 5/13/24",5/14/2024 0:00:00
"S",1300,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1300_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1301,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1301_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"S",1302,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1302_I1.DOCX","I",,3,"",12/20/2024 0:00:00
"S",1303,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1303_I1.DOCX","I",,2,"",5/14/2024 0:00:00
"S",1304,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1304_I1.DOCX","I",,20,"",10/11/2024 0:00:00
"S",1305,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1305_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1306,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1306_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1306,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1306_R1.DOCX","R",1,3,"SCM 10/10/24 1R",10/11/2024 0:00:00
"S",1306,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1306_S1.DOCX","S",,2,"SCM 10/10/24",10/11/2024 0:00:00
"S",1307,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1307_I1.DOCX","I",,5,"",12/13/2024 0:00:00
"S",1308,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1308_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"S",1309,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1309_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1310,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1310_I1.DOCX","I",,6,"",6/10/2024 0:00:00
"S",1310,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1310_R1.DOCX","R",1,6,"SCM 6/10/24 1R",6/11/2024 0:00:00
"S",1310,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1310_R2.DOCX","R",2,6,"Senate 10/28/24 2R",1/13/2026 0:00:00
"S",1310,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1310_S1.DOCX","S",,2,"SCM 6/10/24",6/11/2024 0:00:00
"S",1310,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1310_S2.DOCX","FS",,1,"Senate 10/28/24 1R",10/29/2024 0:00:00
"S",1310,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1310_S3.DOCX","S",,2,"ARP 4/10/25 2R",4/11/2025 0:00:00
"S",1311,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1311_I1.DOCX","I",,3,"",4/9/2024 0:00:00
"S",1311,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1311_R1.DOCX","R",1,3,"SCU 5/6/24 1R",5/7/2024 0:00:00
"S",1311,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1311_S1.DOCX","S",,1,"SCU 5/6/24",5/7/2024 0:00:00
"S",1312,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1312_I1.DOCX","I",,3,"",6/13/2025 0:00:00
"S",1312,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1312_S1.DOCX","S",,1,"SCM 6/12/25",6/13/2025 0:00:00
"S",1312,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1312_T1.DOCX","TR",,3,"SCM 6/12/25 TR",12/19/2025 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\10_.DOCX","AL",2024,11,"",7/2/2024 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\10_.DOCX","PL",2024,2,"",7/31/2024 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1313_I1.DOCX","I",,10,"",3/19/2024 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1313_R1.DOCX","R",1,12,"Assembly 3/18/24 1R",3/19/2024 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1313_S1.DOCX","S",,1,"SCM 2/5/24",2/6/2024 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1313_S2.DOCX","FS",,1,"Assembly 3/18/24",3/19/2024 0:00:00
"S",1313,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1313_T1.DOCX","TR",,9,"SCM 2/5/24 TR",3/19/2024 0:00:00
"S",1314,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1314_I1.DOCX","I",,6,"",11/18/2025 0:00:00
"S",1315,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1315_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"S",1316,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1316_I1.DOCX","I",,5,"",4/16/2024 0:00:00
"S",1317,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1317_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1318,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1318_I1.DOCX","I",,10,"",1/30/2024 0:00:00
"S",1319,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1319_I1.DOCX","I",,4,"",1/18/2024 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\AL25\84_.DOCX","AL",2025,4,"",8/12/2025 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\PL25\84_.DOCX","PL",2025,3,"",8/21/2025 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_R1.DOCX","R",1,4,"ASSEMBLY 3/24/25 1R",6/3/2025 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_R2.DOCX","R",2,5,"Conditional Veto 2R",6/3/2025 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_S1.DOCX","S",,1,"SCM 5/13/24",5/14/2024 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_S2.DOCX","S",,1,"ARP 9/12/24",9/13/2024 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_S3.DOCX","FS",,1,"Assembly  3/24/25",3/25/2025 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_T1.DOCX","TR",,4,"SCM 5/13/24 TR",3/25/2025 0:00:00
"S",1320,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1320_V1.DOCX","V",,4,"Conditional Veto",6/3/2025 0:00:00
"S",1321,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1321_I1.DOCX","I",,10,"",1/3/2024 0:00:00
"S",1322,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1322_I1.DOCX","I",,8,"",1/3/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\AL25\2_.DOCX","AL",2025,71,"",2/26/2025 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\PL25\2_.DOCX","PL",2025,22,"",4/3/2025 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_E1.DOCX","FE",,3,"7/3/24; 1R",7/3/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_E2.DOCX","FE",,3,"12/26/24; 2R",12/26/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_I1.DOCX","I",,70,"",1/3/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_R1.DOCX","R",1,67,"SBA 6/26/24 1R",12/20/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_R2.DOCX","R",2,72,"Assembly 12/19/24 2R",12/31/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_S1.DOCX","S",,6,"SEG 5/16/24",5/17/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_S2.DOCX","S",,11,"SBA 6/26/24",6/27/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_S3.DOCX","FS",,2,"Assembly 12/19/24 1R",12/20/2024 0:00:00
"S",1323,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1323_T1.DOCX","TR",,65,"SEG 5/16/24 TR",6/7/2024 0:00:00
"S",1324,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1324_I1.DOCX","I",,4,"",11/10/2025 0:00:00
"S",1325,"\\NJOLS7\LEGAPPS$\2024BILL\AL24\90_.DOCX","AL",2024,2,"",12/5/2024 0:00:00
"S",1325,"\\NJOLS7\LEGAPPS$\2024BILL\PL24\90_.DOCX","PL",2024,2,"",1/15/2025 0:00:00
"S",1325,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1325_I1.DOCX","I",,4,"",2/14/2024 0:00:00
"S",1325,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1325_S1.DOCX","S",,1,"SCM 2/5/24",2/6/2024 0:00:00
"S",1325,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1325_S2.DOCX","S",,1,"ARP 6/24/24",6/25/2024 0:00:00
"S",1325,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1325_T1.DOCX","TR",,3,"SCM 2/5/24 TR",9/27/2024 0:00:00
"S",1326,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1326_I1.DOCX","I",,3,"",10/21/2025 0:00:00
"S",1327,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1327_I1.DOCX","I",,6,"",1/26/2024 0:00:00
"S",1328,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1328_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1329,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1329_I1.DOCX","I",,2,"",1/26/2024 0:00:00
"S",1330,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1330_I1.DOCX","I",,10,"",1/3/2024 0:00:00
"S",1331,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1331_I1.DOCX","I",,5,"",9/13/2024 0:00:00
"S",1332,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1332_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"S",1333,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1333_I1.DOCX","I",,4,"",2/23/2024 0:00:00
"S",1334,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1334_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"S",1335,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1335_I1.DOCX","I",,3,"",10/21/2025 0:00:00
"S",1336,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1336_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"S",1337,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1337_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1338,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1338_I1.DOCX","I",,20,"",1/3/2024 0:00:00
"S",1339,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1339_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1340,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1340_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"S",1341,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1341_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"S",1342,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1342_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1343,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1343_I1.DOCX","I",,12,"",1/3/2024 0:00:00
"S",1344,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1344_I1.DOCX","I",,13,"",1/3/2024 0:00:00
"S",1345,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1345_I1.DOCX","I",,7,"",12/10/2024 0:00:00
"S",1346,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1346_I1.DOCX","I",,34,"",1/3/2024 0:00:00
"S",1347,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1347_I1.DOCX","I",,9,"",1/3/2024 0:00:00
"S",1348,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1348_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1349,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1349_I1.DOCX","I",,5,"",1/3/2024 0:00:00
"S",1350,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1350_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1351,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1351_I1.DOCX","I",,21,"",9/13/2024 0:00:00
"S",1352,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1352_I1.DOCX","I",,3,"",1/26/2024 0:00:00
"S",1353,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1353_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1354,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1354_I1.DOCX","I",,9,"",1/3/2024 0:00:00
"S",1354,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1354_R1.DOCX","R",1,7,"SLP 5/16/24 1R",5/17/2024 0:00:00
"S",1354,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1354_S1.DOCX","S",,3,"SLP 5/16/24",5/17/2024 0:00:00
"S",1355,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1355_I1.DOCX","I",,28,"",1/3/2024 0:00:00
"S",1356,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1356_I1.DOCX","I",,14,"",1/3/2024 0:00:00
"S",1357,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1357_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"S",1358,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1358_I1.DOCX","I",,11,"",1/3/2024 0:00:00
"S",1359,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1359_I1.DOCX","I",,2,"",1/3/2024 0:00:00
"S",1360,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1360_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1361,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1361_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"S",1362,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1362_I1.DOCX","I",,6,"",1/3/2024 0:00:00
"S",1363,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1363_I1.DOCX","I",,7,"",1/3/2024 0:00:00
"S",1364,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1364_I1.DOCX","I",,7,"",1/3/2024 0:00:00
"S",1365,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1365_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1366,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1366_I1.DOCX","I",,3,"",1/3/2024 0:00:00
"S",1367,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1367_I1.DOCX","I",,11,"",1/3/2024 0:00:00
"S",1368,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1368_I1.DOCX","I",,4,"",1/3/2024 0:00:00
"S",1369,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1369_I1.DOCX","I",,9,"",1/3/2024 0:00:00
"S",1370,"\\NJOLS7\LEGAPPS$\2024BILL\S1500\1370_I1.DOCX","I",,3,"",1/3/2024 0:00:00
