"BillType","BillNumber","Sequence","Sponsor","Type","Status","SponDate","WithDate","ModDate"
"A",4,1,"Lopez, Yvonne","P","A",1/9/2024 0:00:00,,1/12/2024 0:00:00
"A",4,2,"Coughlin, Craig J.","P","A",1/9/2024 0:00:00,,1/12/2024 0:00:00
"A",4,3,"Wimberly, Benjie E.","P","A",1/9/2024 0:00:00,,1/12/2024 0:00:00
"A",4,4,"Reynolds-Jackson, Verlina","P","A",1/9/2024 0:00:00,,1/12/2024 0:00:00
"A",4,5,"Singleton, Troy","P","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",4,6,"Scutari, Nicholas P.","P","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",4,7,"Ruiz, M. Teresa","P","A",3/18/2024 0:00:00,,3/19/2024 0:00:00
"A",4,8,"Moen, William F.","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,9,"Stanley, Sterley S.","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,10,"Quijano, Annette","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,11,"Speight, Shanique","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,12,"Sampson, William B.","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,13,"McCann Stamato, Barbara","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,14,"Haider, Shama A.","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,15,"Hall, Garnet R.","C","A",2/12/2024 0:00:00,,2/12/2024 0:00:00
"A",4,16,"Verrelli, Anthony S.","C","A",2/12/2024 0:00:00,,2/22/2024 0:00:00
"A",4,17,"Beach, James","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",4,18,"Burgess, Renee C.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",4,19,"Timberlake, Britnee N.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",4,20,"McKnight, Angela V.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",4,21,"Pou, Nellie","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",101,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/10/2024 0:00:00
"A",101,2,"Venezia, Michael","P","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",101,3,"Murphy, Carol A.","C","A",1/11/2022 0:00:00,,1/10/2024 0:00:00
"A",101,4,"Flynn, Victoria A.","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",102,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",102,2,"Swift, Claire S.","C","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",103,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",103,2,"Matsikoudis, Michele","C","A",2/5/2024 0:00:00,,2/5/2024 0:00:00
"A",104,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/4/2024 0:00:00
"A",104,2,"Matsikoudis, Michele","C","A",2/5/2024 0:00:00,,2/5/2024 0:00:00
"A",105,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/10/2024 0:00:00
"A",105,2,"Swift, Claire S.","C","A",1/9/2024 0:00:00,,1/10/2024 0:00:00
"A",106,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",106,2,"Torrissi, Michael","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",107,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",108,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",109,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",110,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",110,2,"Sauickie, Alex","P","A",12/9/2024 0:00:00,,12/11/2024 0:00:00
"A",110,3,"Swain, Lisa","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",110,4,"Quijano, Annette","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",110,5,"Reynolds-Jackson, Verlina","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",110,6,"Dunn, Aura K.","C","A",12/9/2024 0:00:00,,12/11/2024 0:00:00
"A",110,7,"Rumpf, Brian E.","C","A",1/30/2025 0:00:00,,1/30/2025 0:00:00
"A",110,8,"Myhre, Gregory E.","C","A",1/30/2025 0:00:00,,1/30/2025 0:00:00
"A",110,9,"Scharfenberger, Gerry","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",110,10,"Flynn, Victoria A.","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",110,11,"Kean, Sean T.","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",111,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",111,2,"Venezia, Michael","P","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",112,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",112,2,"Bailey, David","P","A",3/4/2024 0:00:00,,3/5/2024 0:00:00
"A",112,3,"Scharfenberger, Gerry","P","A",3/7/2024 0:00:00,,3/7/2024 0:00:00
"A",112,4,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",112,5,"Lopez, Yvonne","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",112,6,"Donlon, Margie","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",113,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",114,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",114,2,"Lopez, Yvonne","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",114,3,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",114,4,"Murphy, Carol A.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",114,5,"Marenco, Julio","C","A",1/29/2024 0:00:00,,1/29/2024 0:00:00
"A",115,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,2,"Murphy, Carol A.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,3,"Swift, Claire S.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,4,"Freiman, Roy","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,5,"Lopez, Yvonne","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,6,"Calabrese, Clinton","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,7,"Park, Ellen J.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",115,8,"Venezia, Michael","C","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",115,9,"DiMaio, John","C","A",12/9/2024 0:00:00,,12/11/2024 0:00:00
"A",116,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",116,2,"Peterpaul, Luanne M.","P","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",116,3,"Sauickie, Alex","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",117,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",118,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",119,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",120,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",121,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",122,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",122,2,"Dunn, Aura K.","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",123,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",123,2,"Flynn, Victoria A.","C","A",1/29/2024 0:00:00,,1/30/2024 0:00:00
"A",124,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",124,2,"Morales, Carmen Theresa","P","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",124,3,"Dunn, Aura K.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",124,4,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",124,5,"Marenco, Julio","C","A",1/29/2024 0:00:00,,1/29/2024 0:00:00
"A",125,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",125,2,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",125,3,"Calabrese, Clinton","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",126,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",126,2,"Drulis, Mitchelle","P","A",6/12/2025 0:00:00,,6/12/2025 0:00:00
"A",127,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",127,2,"Webber, Jay","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",127,3,"Muñoz, Nancy F.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",127,4,"Dunn, Aura K.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",127,5,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",127,6,"Murphy, Carol A.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",127,7,"Flynn, Victoria A.","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",128,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",128,2,"Morales, Carmen Theresa","P","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",128,3,"Flynn, Victoria A.","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",128,4,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",128,5,"Rodriguez, Gabriel","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",129,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/4/2024 0:00:00
"A",129,2,"Calabrese, Clinton","P","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",129,3,"Dunn, Aura K.","P","A",11/24/2025 0:00:00,,11/24/2025 0:00:00
"A",130,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",131,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/4/2024 0:00:00
"A",131,2,"Rumpf, Brian E.","C","A",12/9/2024 0:00:00,,12/11/2024 0:00:00
"A",131,3,"Matsikoudis, Michele","C","A",12/9/2024 0:00:00,,12/11/2024 0:00:00
"A",131,4,"Webber, Jay","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",132,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",132,2,"Flynn, Victoria A.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",132,3,"Dunn, Aura K.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",133,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",133,2,"Spearman, William W.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",133,3,"Swift, Claire S.","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",134,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",135,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",135,2,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",136,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,11/17/2023 0:00:00
"A",136,2,"Inganamort, Michael","C","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",137,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",138,1,"Guardian, Donald A.","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",139,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",139,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",140,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",140,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",141,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",141,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",142,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",142,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",143,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",143,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",144,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",144,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",146,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",146,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",147,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",147,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",147,3,"Dunn, Aura K.","C","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",148,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",148,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/11/2024 0:00:00
"A",150,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",150,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",150,3,"DiMaio, John","C","A",11/14/2024 0:00:00,,11/14/2024 0:00:00
"A",151,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",151,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",152,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",152,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",153,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",153,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",153,3,"Guardian, Donald A.","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",155,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",155,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",156,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",156,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",157,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",157,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",158,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",158,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",159,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",159,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",159,3,"Kanitra, Paul","P","A",2/1/2024 0:00:00,,2/1/2024 0:00:00
"A",159,4,"Auth, Robert","C","A",2/27/2024 0:00:00,,2/27/2024 0:00:00
"A",159,5,"McGuckin, Gregory P.","C","A",3/11/2024 0:00:00,,3/11/2024 0:00:00
"A",159,6,"Myhre, Gregory E.","C","A",5/16/2024 0:00:00,,5/16/2024 0:00:00
"A",160,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",160,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",161,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",161,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",162,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",162,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",162,3,"Dunn, Aura K.","P","A",10/17/2024 0:00:00,,10/17/2024 0:00:00
"A",162,4,"Swift, Claire S.","C","A",10/17/2024 0:00:00,,10/17/2024 0:00:00
"A",162,5,"Matsikoudis, Michele","C","A",10/17/2024 0:00:00,,10/17/2024 0:00:00
"A",163,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",163,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",164,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",164,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",164,3,"McGuckin, Gregory P.","C","A",3/11/2024 0:00:00,,3/11/2024 0:00:00
"A",165,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",165,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",166,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",166,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",168,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",168,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",169,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",169,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",170,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",170,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",170,3,"Barlas, Al","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",172,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",172,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",173,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",173,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",175,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",175,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",175,3,"Matsikoudis, Michele","P","A",6/19/2025 0:00:00,,6/19/2025 0:00:00
"A",176,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",176,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",177,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",177,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",177,3,"Morales, Carmen Theresa","P","A",2/5/2024 0:00:00,,2/5/2024 0:00:00
"A",177,4,"Venezia, Michael","C","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",177,5,"Matsikoudis, Michele","C","A",3/7/2024 0:00:00,,3/7/2024 0:00:00
"A",177,6,"Sampson, William B.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",177,7,"Azzariti Jr., John V.","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",177,8,"Auth, Robert","C","A",11/14/2024 0:00:00,,11/14/2024 0:00:00
"A",180,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",180,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",181,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",181,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",182,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",182,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",182,3,"Guardian, Donald A.","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",183,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",183,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",184,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",184,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",184,3,"Peterson, Erik","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",185,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",185,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",186,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",186,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",187,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",187,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",188,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",188,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",189,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",189,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",190,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",190,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",190,3,"Azzariti Jr., John V.","C","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",191,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",191,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",191,3,"Auth, Robert","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",192,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",192,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",193,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",193,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",195,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",195,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",196,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",196,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",197,1,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",197,2,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",197,3,"Kennedy, James J.","P","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,4,"Sauickie, Alex","C","A",4/11/2024 0:00:00,,4/11/2024 0:00:00
"A",197,5,"McClellan, Antwan L.","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,6,"Myhre, Gregory E.","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,7,"DePhillips, Christopher P.","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,8,"Peterson, Erik","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,9,"Torrissi, Michael","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,10,"Kanitra, Paul","C","A",2/10/2025 0:00:00,,2/10/2025 0:00:00
"A",197,11,"Barranco, Christian E.","C","A",2/13/2025 0:00:00,,2/13/2025 0:00:00
"A",197,12,"Matsikoudis, Michele","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",197,13,"Donlon, Margie","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",197,14,"Peterpaul, Luanne M.","C","A",5/8/2025 0:00:00,,5/8/2025 0:00:00
"A",197,15,"Collazos-Gill, Alixon","C","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",197,16,"Bagolie, Rosaura","C","A",6/12/2025 0:00:00,,6/12/2025 0:00:00
"A",198,1,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",198,2,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",198,3,"Scharfenberger, Gerry","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",198,4,"Flynn, Victoria A.","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",198,5,"Matsikoudis, Michele","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",198,6,"Barranco, Christian E.","C","A",9/12/2024 0:00:00,,9/12/2024 0:00:00
"A",198,7,"Dunn, Aura K.","C","A",9/12/2024 0:00:00,,9/12/2024 0:00:00
"A",198,8,"Webber, Jay","C","A",9/19/2024 0:00:00,,9/19/2024 0:00:00
"A",198,9,"Kanitra, Paul","C","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",198,10,"McCann Stamato, Barbara","C","A",12/4/2025 0:00:00,,12/4/2025 0:00:00
"A",199,1,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",199,2,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,11/20/2023 0:00:00
"A",200,1,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",200,2,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",201,1,"Inganamort, Michael","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",201,2,"Fantasia, Dawn","P","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
