"BillType","BillNumber","Sequence","Sponsor","Type","Status","SponDate","WithDate","ModDate"
"A",1630,5,"Inganamort, Michael","C","A",10/28/2024 0:00:00,,10/28/2024 0:00:00
"A",1631,1,"Bailey, David","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1631,2,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1635,1,"Bailey, David","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1635,2,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1635,3,"McClellan, Antwan L.","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",1636,1,"Collazos-Gill, Alixon","P","A",11/14/2024 0:00:00,,3/5/2025 0:00:00
"A",1637,1,"Reynolds-Jackson, Verlina","P","A",5/6/2024 0:00:00,,3/5/2025 0:00:00
"A",1637,2,"Venezia, Michael","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",1637,3,"Rodriguez, Gabriel","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",1639,1,"Ramirez, Jessica","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1639,2,"Park, Ellen J.","P","A",12/4/2025 0:00:00,,12/5/2025 0:00:00
"A",1640,1,"Murphy, Carol A.","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1646,1,"Simmons, Heather","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1646,2,"Bailey, David","P","A",9/12/2024 0:00:00,,9/12/2024 0:00:00
"A",1648,1,"Bailey, David","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1648,2,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1650,1,"Reynolds-Jackson, Verlina","P","A",9/26/2024 0:00:00,,3/5/2025 0:00:00
"A",1650,2,"Morales, Carmen Theresa","P","A",12/9/2024 0:00:00,,12/9/2024 0:00:00
"A",1652,1,"Verrelli, Anthony S.","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1652,2,"Simonsen, Erik K.","P","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1652,3,"Rumpf, Brian E.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1652,4,"Guardian, Donald A.","C","A",1/9/2024 0:00:00,,3/4/2025 0:00:00
"A",1652,5,"Swift, Claire S.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1652,6,"DiMaio, John","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1652,7,"McClellan, Antwan L.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1652,8,"Fantasia, Dawn","C","A",2/1/2024 0:00:00,,2/1/2024 0:00:00
"A",1653,1,"Simmons, Heather","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1653,2,"Bailey, David","P","A",9/12/2024 0:00:00,,9/12/2024 0:00:00
"A",1655,1,"Park, Ellen J.","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1655,2,"Carter, Linda S.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,1,"Lampitt, Pamela R.","P","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,2,"Greenwald, Louis D.","P","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,3,"Speight, Shanique","P","A",9/23/2024 0:00:00,,9/23/2024 0:00:00
"A",1657,4,"Beach, James","P","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",1657,5,"Burgess, Renee C.","P","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",1657,6,"Verrelli, Anthony S.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,7,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,8,"Wimberly, Benjie E.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,9,"Lopez, Yvonne","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1657,10,"Matsikoudis, Michele","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1657,11,"Sampson, William B.","C","A",9/19/2024 0:00:00,,9/19/2024 0:00:00
"A",1657,12,"Flynn, Victoria A.","C","W",9/19/2024 0:00:00,9/26/2024 0:00:00,9/26/2024 0:00:00
"A",1657,13,"Bagolie, Rosaura","C","A",9/19/2024 0:00:00,,9/19/2024 0:00:00
"A",1657,14,"Freiman, Roy","C","A",12/19/2024 0:00:00,,12/19/2024 0:00:00
"A",1657,15,"Drulis, Mitchelle","C","A",12/19/2024 0:00:00,,12/19/2024 0:00:00
"A",1657,16,"Rodriguez, Gabriel","C","A",12/19/2024 0:00:00,,12/19/2024 0:00:00
"A",1657,17,"Donlon, Margie","C","A",12/19/2024 0:00:00,,12/19/2024 0:00:00
"A",1657,18,"Peterpaul, Luanne M.","C","A",12/19/2024 0:00:00,,12/19/2024 0:00:00
"A",1657,19,"Reynolds-Jackson, Verlina","C","A",12/19/2024 0:00:00,,12/19/2024 0:00:00
"A",1657,20,"Diegnan, Patrick J.","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",1657,21,"Turner, Shirley K.","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",1657,22,"Timberlake, Britnee N.","C","A",12/18/2025 0:00:00,,12/18/2025 0:00:00
"A",1657,23,"Murphy, Carol A.","C","A",12/22/2025 0:00:00,,12/22/2025 0:00:00
"A",1658,1,"Kane, Melinda","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",1658,2,"Freiman, Roy","C","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",1659,1,"Haider, Shama A.","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1659,2,"Speight, Shanique","P","A",9/12/2024 0:00:00,,9/12/2024 0:00:00
"A",1659,3,"Reynolds-Jackson, Verlina","P","A",11/13/2025 0:00:00,,11/13/2025 0:00:00
"A",1661,1,"Kane, Melinda","P","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",1663,1,"Matsikoudis, Michele","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1663,2,"Sauickie, Alex","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1664,1,"Bailey, David","P","A",9/12/2024 0:00:00,,3/5/2025 0:00:00
"A",1665,1,"Tully, Chris","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1665,2,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",1665,3,"Speight, Shanique","C","A",1/9/2024 0:00:00,,1/5/2024 0:00:00
"A",1667,1,"Schnall, Alexander","P","A",3/11/2024 0:00:00,,3/5/2025 0:00:00
"A",1667,2,"Peterpaul, Luanne M.","P","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",1667,3,"Kean, Sean T.","C","A",4/11/2024 0:00:00,,4/11/2024 0:00:00
"A",1668,1,"Miller, Cody D.","P","A",6/13/2024 0:00:00,,3/5/2025 0:00:00
"A",1668,2,"Reynolds-Jackson, Verlina","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1669,1,"Lampitt, Pamela R.","P","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,2,"Lopez, Yvonne","P","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,3,"Bagolie, Rosaura","P","A",2/8/2024 0:00:00,,2/8/2024 0:00:00
"A",1669,4,"Beach, James","P","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1669,5,"Turner, Shirley K.","P","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1669,6,"Matsikoudis, Michele","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,7,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,8,"Reynolds-Jackson, Verlina","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,9,"Carter, Linda S.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,10,"Wimberly, Benjie E.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,11,"Coughlin, Craig J.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1669,12,"Sauickie, Alex","C","A",3/14/2024 0:00:00,,3/14/2024 0:00:00
"A",1669,13,"Verrelli, Anthony S.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1669,14,"Freiman, Roy","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1669,15,"Katz, Andrea","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1669,16,"Speight, Shanique","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1669,17,"Hall, Garnet R.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1669,18,"Quijano, Annette","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1669,19,"Diegnan, Patrick J.","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1669,20,"Burgess, Renee C.","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1669,21,"Rodriguez, Gabriel","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1669,22,"Flynn, Victoria A.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1669,23,"Sumter, Shavonda E.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1669,24,"Donlon, Margie","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1669,25,"Miller, Cody D.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1669,26,"Calabrese, Clinton","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1669,27,"Peterpaul, Luanne M.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1670,1,"Reynolds-Jackson, Verlina","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1670,2,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1670,3,"Rodriguez, Gabriel","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",1671,1,"Pintor Marin, Eliana","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1671,2,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1671,3,"Carter, Linda S.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1671,4,"Reynolds-Jackson, Verlina","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1671,5,"DePhillips, Christopher P.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1672,1,"Lampitt, Pamela R.","P","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1672,2,"Karabinchak, Robert J.","P","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1672,3,"Hutchison, Dan","P","A",6/24/2024 0:00:00,,1/14/2025 0:00:00
"A",1672,4,"Beach, James","P","A",1/14/2025 0:00:00,,1/14/2025 0:00:00
"A",1672,5,"Mukherji, Raj","P","A",1/14/2025 0:00:00,,1/14/2025 0:00:00
"A",1672,6,"Fantasia, Dawn","C","A",6/24/2024 0:00:00,,6/24/2024 0:00:00
"A",1672,7,"Miller, Cody D.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1672,8,"Inganamort, Michael","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1672,9,"Bagolie, Rosaura","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1672,10,"Speight, Shanique","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1672,11,"Diegnan, Patrick J.","C","A",1/14/2025 0:00:00,,1/14/2025 0:00:00
"A",1672,12,"McKeon, John F.","C","A",1/14/2025 0:00:00,,1/14/2025 0:00:00
"A",1672,13,"Turner, Shirley K.","C","A",1/14/2025 0:00:00,,1/14/2025 0:00:00
"A",1672,14,"Space, Parker","C","A",1/14/2025 0:00:00,,1/14/2025 0:00:00
"A",1673,1,"Lampitt, Pamela R.","P","A",1/9/2024 0:00:00,,2/27/2025 0:00:00
"A",1673,2,"Murphy, Carol A.","P","A",1/9/2024 0:00:00,,2/27/2025 0:00:00
"A",1673,3,"Simmons, Heather","P","A",1/29/2024 0:00:00,,1/29/2024 0:00:00
"A",1673,4,"DePhillips, Christopher P.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1673,5,"Sampson, William B.","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1673,6,"Quijano, Annette","C","A",2/1/2024 0:00:00,,2/1/2024 0:00:00
"A",1673,7,"Pintor Marin, Eliana","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",1673,8,"Peterson, Erik","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",1673,9,"Calabrese, Clinton","C","A",2/22/2024 0:00:00,,2/22/2024 0:00:00
"A",1673,10,"Katz, Andrea","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1673,11,"Atkins, Reginald W.","C","A",3/18/2024 0:00:00,,3/18/2024 0:00:00
"A",1673,12,"Rodriguez, Gabriel","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",1673,13,"Barlas, Al","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",1673,14,"Dunn, Aura K.","C","A",4/4/2024 0:00:00,,4/4/2024 0:00:00
"A",1673,15,"Scharfenberger, Gerry","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1673,16,"Flynn, Victoria A.","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1673,17,"Auth, Robert","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1673,18,"DiMaio, John","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1673,19,"Carter, Linda S.","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1673,20,"Bergen, Brian","C","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1673,21,"Torrissi, Michael","C","A",5/10/2024 0:00:00,,5/10/2024 0:00:00
"A",1673,22,"Matsikoudis, Michele","C","A",5/10/2024 0:00:00,,5/10/2024 0:00:00
"A",1673,23,"Inganamort, Michael","C","A",5/10/2024 0:00:00,,5/10/2024 0:00:00
"A",1673,24,"Verrelli, Anthony S.","C","A",5/13/2024 0:00:00,,5/13/2024 0:00:00
"A",1673,25,"Schnall, Alexander","C","A",5/16/2024 0:00:00,,5/16/2024 0:00:00
"A",1673,26,"DeAngelo, Wayne P.","C","A",5/16/2024 0:00:00,,5/16/2024 0:00:00
"A",1673,27,"Hall, Garnet R.","C","A",5/16/2024 0:00:00,,5/16/2024 0:00:00
"A",1673,28,"Conaway, Herb","C","A",5/20/2024 0:00:00,,2/27/2025 0:00:00
"A",1673,29,"Speight, Shanique","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1673,30,"Sauickie, Alex","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1673,31,"Karabinchak, Robert J.","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1673,32,"Haider, Shama A.","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1673,33,"Azzariti Jr., John V.","C","A",5/20/2024 0:00:00,,5/21/2024 0:00:00
"A",1673,34,"Ramirez, Jessica","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,35,"Marenco, Julio","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,36,"Peterpaul, Luanne M.","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,37,"Donlon, Margie","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,38,"Tucker, Cleopatra G.","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,39,"Drulis, Mitchelle","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,40,"Collazos-Gill, Alixon","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,41,"Bagolie, Rosaura","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,42,"Miller, Cody D.","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,43,"Bailey, David","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,44,"Danielsen, Joe","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,45,"Kanitra, Paul","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,46,"Park, Ellen J.","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,47,"McCann Stamato, Barbara","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,48,"Fantasia, Dawn","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,49,"Reynolds-Jackson, Verlina","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1673,50,"Clifton, Robert D.","C","A",6/6/2024 0:00:00,,6/7/2024 0:00:00
"A",1673,51,"Swain, Lisa","C","A",6/13/2024 0:00:00,,6/13/2024 0:00:00
"A",1673,52,"Swift, Claire S.","C","A",6/13/2024 0:00:00,,6/13/2024 0:00:00
"A",1673,53,"Venezia, Michael","C","A",6/17/2024 0:00:00,,6/17/2024 0:00:00
"A",1673,54,"Muñoz, Nancy F.","C","A",6/17/2024 0:00:00,,6/17/2024 0:00:00
"A",1673,55,"Myhre, Gregory E.","C","A",6/20/2024 0:00:00,,6/20/2024 0:00:00
"A",1673,56,"Rumpf, Brian E.","C","A",6/20/2024 0:00:00,,6/20/2024 0:00:00
"A",1673,57,"Freiman, Roy","C","A",6/20/2024 0:00:00,,6/20/2024 0:00:00
"A",1673,58,"Hutchison, Dan","C","A",9/12/2024 0:00:00,,9/12/2024 0:00:00
"A",1673,59,"Sumter, Shavonda E.","C","A",11/14/2024 0:00:00,,11/14/2024 0:00:00
"A",1673,60,"McGuckin, Gregory P.","C","A",11/14/2024 0:00:00,,11/14/2024 0:00:00
"A",1673,61,"Lopez, Yvonne","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",1673,62,"Stanley, Sterley S.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",1673,63,"Moen, William F.","C","A",2/27/2025 0:00:00,,2/27/2025 0:00:00
"A",1674,1,"Webber, Jay","P","A",1/9/2024 0:00:00,,3/5/2025 0:00:00
"A",1674,2,"Fantasia, Dawn","C","A",6/17/2024 0:00:00,,6/17/2024 0:00:00
"A",1675,1,"Lampitt, Pamela R.","P","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1675,2,"Bagolie, Rosaura","P","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1675,3,"Stanley, Sterley S.","P","A",5/2/2024 0:00:00,,5/2/2024 0:00:00
"A",1675,4,"Gopal, Vin","P","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,5,"Greenstein, Linda R.","P","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,6,"Quijano, Annette","C","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1675,7,"Reynolds-Jackson, Verlina","C","A",3/14/2024 0:00:00,,3/14/2024 0:00:00
"A",1675,8,"Murphy, Carol A.","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1675,9,"Katz, Andrea","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1675,10,"Miller, Cody D.","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1675,11,"Morales, Carmen Theresa","C","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1675,12,"Rodriguez, Gabriel","C","A",6/6/2024 0:00:00,,6/6/2024 0:00:00
"A",1675,13,"McCann Stamato, Barbara","C","A",6/6/2024 0:00:00,,6/6/2024 0:00:00
"A",1675,14,"Hall, Garnet R.","C","A",6/6/2024 0:00:00,,6/6/2024 0:00:00
"A",1675,15,"Peterpaul, Luanne M.","C","A",6/13/2024 0:00:00,,6/13/2024 0:00:00
"A",1675,16,"Donlon, Margie","C","A",6/13/2024 0:00:00,,6/13/2024 0:00:00
"A",1675,17,"Karabinchak, Robert J.","C","A",6/13/2024 0:00:00,,6/13/2024 0:00:00
"A",1675,18,"Drulis, Mitchelle","C","A",6/13/2024 0:00:00,,6/13/2024 0:00:00
"A",1675,19,"Bailey, David","C","A",6/20/2024 0:00:00,,6/20/2024 0:00:00
"A",1675,20,"Freiman, Roy","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1675,21,"Sampson, William B.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1675,22,"Speight, Shanique","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1675,23,"Swain, Lisa","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1675,24,"Tully, Chris","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1675,25,"Singleton, Troy","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,26,"Turner, Shirley K.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,27,"Diegnan, Patrick J.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,28,"Cruz-Perez, Nilsa I.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,29,"Timberlake, Britnee N.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,30,"Bramnick, Jon M.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,31,"Cryan, Joseph P.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,32,"Burgess, Renee C.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,33,"Wimberly, Benjie E.","C","A",3/24/2025 0:00:00,,3/24/2025 0:00:00
"A",1675,34,"Singh, Balvir","C","A",4/10/2025 0:00:00,,4/10/2025 0:00:00
"A",1675,35,"McCoy, Tennille R.","C","A",5/15/2025 0:00:00,,5/15/2025 0:00:00
"A",1675,36,"Ramirez, Jessica","C","A",5/22/2025 0:00:00,,5/22/2025 0:00:00
"A",1675,37,"Carter, Linda S.","C","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",1675,38,"Calabrese, Clinton","C","A",6/30/2025 0:00:00,,6/30/2025 0:00:00
"A",1676,1,"Stanley, Sterley S.","P","A",3/4/2024 0:00:00,,3/5/2025 0:00:00
"A",1676,2,"Quijano, Annette","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1677,1,"Lampitt, Pamela R.","P","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1677,2,"Bagolie, Rosaura","P","A",6/3/2024 0:00:00,,6/3/2024 0:00:00
"A",1677,3,"Stanley, Sterley S.","P","A",6/6/2024 0:00:00,,6/7/2024 0:00:00
"A",1677,4,"Diegnan, Patrick J.","P","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,5,"Turner, Shirley K.","P","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,6,"Rodriguez, Gabriel","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,7,"Haider, Shama A.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,8,"Miller, Cody D.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,9,"Calabrese, Clinton","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,10,"Speight, Shanique","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,11,"Timberlake, Britnee N.","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1677,12,"Zwicker, Andrew","C","A",6/28/2024 0:00:00,,6/28/2024 0:00:00
"A",1678,1,"Atkins, Reginald W.","P","A",1/9/2024 0:00:00,,1/18/2024 0:00:00
"A",1679,1,"Atkins, Reginald W.","P","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,2,"Reynolds-Jackson, Verlina","P","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,3,"Venezia, Michael","P","A",2/22/2024 0:00:00,,3/1/2024 0:00:00
"A",1679,4,"Sampson, William B.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,5,"Spearman, William W.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,6,"Sumter, Shavonda E.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,7,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,8,"McClellan, Antwan L.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,9,"Simonsen, Erik K.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,10,"Carter, Linda S.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,11,"Murphy, Carol A.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,12,"Flynn, Victoria A.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,13,"Speight, Shanique","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,14,"Coughlin, Craig J.","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,15,"Tully, Chris","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,16,"Swain, Lisa","C","A",1/9/2024 0:00:00,,12/18/2023 0:00:00
"A",1679,17,"Karabinchak, Robert J.","C","A",5/20/2024 0:00:00,,5/20/2024 0:00:00
"A",1679,18,"Bagolie, Rosaura","C","A",5/20/2024 0:00:00,,5/21/2024 0:00:00
"A",1679,19,"McCoy, Tennille R.","C","A",1/8/2026 0:00:00,,1/9/2026 0:00:00
"A",1680,1,"Atkins, Reginald W.","P","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,2,"Morales, Carmen Theresa","P","A",6/27/2025 0:00:00,,6/27/2025 0:00:00
"A",1680,3,"Reynolds-Jackson, Verlina","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,4,"Karabinchak, Robert J.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,5,"Carter, Linda S.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,6,"Danielsen, Joe","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,7,"Greenwald, Louis D.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,8,"Freiman, Roy","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,9,"Stanley, Sterley S.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,10,"Park, Ellen J.","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,11,"Speight, Shanique","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,12,"Swain, Lisa","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,13,"Tully, Chris","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,14,"Lopez, Yvonne","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
"A",1680,15,"Pintor Marin, Eliana","C","A",1/9/2024 0:00:00,,1/17/2024 0:00:00
